author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
ID 17181274;Приморский;Комендантский проспект;58к1;Комендантский проспект;18;25;1;45.0;50000;монолитный
ID 65018875;Красносельский;проспект Ветеранов;171к5;Ленинский проспект;5;13;2;60.0;43000;монолитный
ID 6566674;Курортный;Токарева;24;Беговая;2;18;1;35.0;50000;монолитный
ID 13029248;Выборгский;Заречная;11к4;Парнас;10;26;1;30.9;45000;монолитный
ID 12496056;Кировский;Ленинский проспект;129К3;Ленинский проспект;1;5;2;41.0;45000;монолитный
ID 72775625;Кировский;Трамвайный проспект;25К2;Ленинский проспект;1;5;3;42.0;45000;монолитный
ID 96120677;Приморский;Комендантский проспект;59к1;Комендантский проспект;3;26;2;59.0;50000;монолитный
ID 56573692;Выборгский;Политехническая;6;Площадь Мужества;9;11;1;40.1;50000;монолитный
ID 64386893;Приморский;Озеро Долгое;15к3;;1;12;1;26.0;50000;монолитный
ID 15515109;Красногвардейский;Магнитогорская;3к2;Новочеркасская;13;15;1;23.5;50000;монолитный
ID 120592382;Приморский;Оптиков;34К1;Комендантский проспект;11;22;1;31.0;45000;монолитный
ID 69866710;Невский;проспект Обуховской обороны;110К1;Пролетарская;16;25;1;38.3;47000;монолитный
Итака;Красносельский;Маршала Казакова;84к1;Автово;3;25;2;54.0;45000;монолитный
ID 15391030;Красносельский;Освобождения;21;Проспект Ветеранов;1;9;3;79.0;45000;монолитный
ID 66475614;Приморский;Комендантский проспект;60к1;Комендантский проспект;17;28;1;36.2;45000;монолитный
ID 73835639;Приморский;шоссе Суздальское;30к2;Проспект Просвещения;6;25;1;39.0;45000;монолитный
ID 11568948;Выборгский;Политехническая;6;Площадь Мужества;11;11;-1;30.0;47000;монолитный
Северный модерн;Приморский;Комендантский проспект;51к1;Комендантский проспект;15;24;1;50.0;47000;монолитный
ID 44320769;Приморский;Парашютная;34;Комендантский проспект;4;24;1;28.0;50000;монолитный
ID 18798718;Приморский;Комендантский проспект;60к3;Комендантский проспект;12;21;1;40.0;49000;монолитный
ID 110231711;Кировский;Дачный проспект;28;Проспект Ветеранов;3;5;4;49.0;47000;монолитный
ID 55041008;Московский;Пулковское шоссе;32к2;Звездная;3;15;1;38.0;52000;монолитный
Этажи Санкт-Петербург;Невский;Дыбенко;7к2;Улица Дыбенко;17;19;1;34.6;48000;монолитный
Анна Берёзкина;Невский;Русановская;19к1;Ломоносовская;12;23;2;65.0;45000;монолитный
Capital Mars;Невский;Ультрамариновая;5;Проспект Большевиков;7;12;1;34.0;48000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;15;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;18;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;4;18;1;15.9;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;3;18;1;15.9;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;17;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;14;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;12;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;11;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;9;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;3;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;6;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;5;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;8;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;7;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;16;18;1;16.0;53000;монолитный
VALO Hotel City;Фрунзенский;Салова;61;Бухарестская;2;18;1;16.0;53000;монолитный
ID 53413184;Красногвардейский;Магнитогорская;3к2;Новочеркасская;8;12;1;27.0;50000;монолитный
ID 106519471;Приморский;Нижне-Каменская;26;Комендантский проспект;7;18;2;51.0;48000;монолитный
ID 93514961;Фрунзенский;Лиговский проспект;271;Обводный канал;2;10;1;27.0;49000;монолитный
Итака;Приморский;проспект Королева;7;Пионерская;17;25;1;40.0;50000;монолитный
